GPU available: True
Carga datasets
	Tiny Shakespeare
	Wikitext-2
Longitud corpus train: 896135 caracteres
Longitud corpus valid: 100448 caracteres
Longitud corpus test: 111570 caracteres
Tokenización del corpus de train, test y validation
Número total de tokens en el corpus: 279585
Tokenización del corpus de train, test y validation
Número total de tokens en el corpus: 31654
Preparando DataLoader
Se invoca el modelo
  [Batch 200] Loss: 9.0840
  [Batch 300] Loss: 9.0773
  [Batch 400] Loss: 9.0715
  [Batch 500] Loss: 9.0616
  [Batch 600] Loss: 9.0693
  [Batch 700] Loss: 9.0586
  [Batch 800] Loss: 9.0649
  [Batch 900] Loss: 9.0612
  [Batch 1000] Loss: 9.0479
  [Batch 1100] Loss: 9.0584
  [Batch 1200] Loss: 9.0461
  [Batch 1300] Loss: 9.0370
  [Batch 1400] Loss: 9.0241
  [Batch 1500] Loss: 9.0358
  [Batch 1600] Loss: 9.0251
  [Batch 1700] Loss: 9.0262
  [Batch 1800] Loss: 9.0172
  [Batch 1900] Loss: 9.0247
  [Batch 2000] Loss: 9.0251
  [Batch 2100] Loss: 9.0168
  [Batch 2200] Loss: 9.0044
  [Batch 2300] Loss: 9.0077
  [Batch 2400] Loss: 9.0050
  [Batch 2500] Loss: 8.9967
  [Batch 2600] Loss: 9.0085
  [Batch 2700] Loss: 9.0012
  [Batch 2800] Loss: 8.9731
  [Batch 2900] Loss: 8.9922
  [Batch 3000] Loss: 8.9929
  [Batch 3100] Loss: 8.9879
  [Batch 3200] Loss: 8.9958
  [Batch 3300] Loss: 8.9731
  [Batch 3400] Loss: 8.9780
  [Batch 3500] Loss: 8.9698
  [Batch 3600] Loss: 8.9693
  [Batch 3700] Loss: 8.9625
  [Batch 3800] Loss: 8.9739
  [Batch 3900] Loss: 8.9522
  [Batch 4000] Loss: 8.9558
  [Batch 4100] Loss: 8.9519
  [Batch 4200] Loss: 8.9440
  [Batch 4300] Loss: 8.9573
[Epoch 2] Train Loss: 9.0144 | Train PPL: 8220.40 | Val PPL: 7705.45
Iteracciones: 4367
  [Batch 100] Loss: 8.9384
  [Batch 200] Loss: 8.9445
  [Batch 300] Loss: 8.9185
  [Batch 400] Loss: 8.9138
  [Batch 500] Loss: 8.9042
  [Batch 600] Loss: 8.9010
  [Batch 700] Loss: 8.9106
  [Batch 800] Loss: 8.8937
  [Batch 900] Loss: 8.8950
  [Batch 1000] Loss: 8.8765
  [Batch 1100] Loss: 8.8891
  [Batch 1200] Loss: 8.8627
  [Batch 1300] Loss: 8.8698
  [Batch 1400] Loss: 8.8599
  [Batch 1500] Loss: 8.8692
  [Batch 1600] Loss: 8.8400
  [Batch 1700] Loss: 8.8209
  [Batch 1800] Loss: 8.8485
  [Batch 1900] Loss: 8.8283
  [Batch 2000] Loss: 8.8168
  [Batch 2100] Loss: 8.8257
  [Batch 2200] Loss: 8.8109
  [Batch 2300] Loss: 8.8001
  [Batch 2400] Loss: 8.8126
  [Batch 2500] Loss: 8.7903
  [Batch 2600] Loss: 8.7847
  [Batch 2700] Loss: 8.7977
  [Batch 2800] Loss: 8.7843
  [Batch 2900] Loss: 8.7559
  [Batch 3000] Loss: 8.7470
  [Batch 3100] Loss: 8.7550
  [Batch 3200] Loss: 8.7379
  [Batch 3300] Loss: 8.7247
  [Batch 3400] Loss: 8.7301
  [Batch 3500] Loss: 8.7041
  [Batch 3600] Loss: 8.7200
  [Batch 3700] Loss: 8.7081
  [Batch 3800] Loss: 8.7063
  [Batch 3900] Loss: 8.7006
  [Batch 4000] Loss: 8.6809
  [Batch 4100] Loss: 8.6641
  [Batch 4200] Loss: 8.6637
  [Batch 4300] Loss: 8.6623
[Epoch 3] Train Loss: 8.8061 | Train PPL: 6674.95 | Val PPL: 5799.20
Iteracciones: 4367
  [Batch 100] Loss: 8.6377
  [Batch 200] Loss: 8.6055
  [Batch 300] Loss: 8.5986
  [Batch 400] Loss: 8.6211
  [Batch 500] Loss: 8.5823
  [Batch 600] Loss: 8.5607
  [Batch 700] Loss: 8.5695
  [Batch 800] Loss: 8.5580
  [Batch 900] Loss: 8.5423
  [Batch 1000] Loss: 8.5046
  [Batch 1100] Loss: 8.5458
  [Batch 1200] Loss: 8.4899
  [Batch 1300] Loss: 8.5011
  [Batch 1400] Loss: 8.4891
  [Batch 1500] Loss: 8.4641
  [Batch 1600] Loss: 8.4458
  [Batch 1700] Loss: 8.4541
  [Batch 1800] Loss: 8.4257
  [Batch 1900] Loss: 8.4058
  [Batch 2000] Loss: 8.3776
  [Batch 2100] Loss: 8.3598
  [Batch 2200] Loss: 8.4038
  [Batch 2300] Loss: 8.3521
  [Batch 2400] Loss: 8.3496
  [Batch 2500] Loss: 8.3368
  [Batch 2600] Loss: 8.3208
  [Batch 2700] Loss: 8.2867
  [Batch 2800] Loss: 8.2715
  [Batch 2900] Loss: 8.2661
  [Batch 3000] Loss: 8.2481
  [Batch 3100] Loss: 8.2319
  [Batch 3200] Loss: 8.2362
  [Batch 3300] Loss: 8.1950
  [Batch 3400] Loss: 8.2034
  [Batch 3500] Loss: 8.1917
  [Batch 3600] Loss: 8.1631
  [Batch 3700] Loss: 8.1382
  [Batch 3800] Loss: 8.1346
  [Batch 3900] Loss: 8.1109
  [Batch 4000] Loss: 8.1125
  [Batch 4100] Loss: 8.0743
  [Batch 4200] Loss: 8.0531
  [Batch 4300] Loss: 8.0519
[Epoch 4] Train Loss: 8.3663 | Train PPL: 4299.86 | Val PPL: 3146.18
Iteracciones: 4367
  [Batch 100] Loss: 8.0219
  [Batch 200] Loss: 8.0000
  [Batch 300] Loss: 7.9955
  [Batch 400] Loss: 7.9891
  [Batch 500] Loss: 7.9299
  [Batch 600] Loss: 7.9147
  [Batch 700] Loss: 7.8633
  [Batch 800] Loss: 7.8912
  [Batch 900] Loss: 7.8540
  [Batch 1000] Loss: 7.8407
  [Batch 1100] Loss: 7.8284
  [Batch 1200] Loss: 7.7808
  [Batch 1300] Loss: 7.7606
  [Batch 1400] Loss: 7.7315
  [Batch 1500] Loss: 7.7509
  [Batch 1600] Loss: 7.6943
  [Batch 1700] Loss: 7.6699
  [Batch 1800] Loss: 7.6315
  [Batch 1900] Loss: 7.6242
  [Batch 2000] Loss: 7.5865
  [Batch 2100] Loss: 7.5890
  [Batch 2200] Loss: 7.5785
  [Batch 2300] Loss: 7.5535
  [Batch 2400] Loss: 7.5368
  [Batch 2500] Loss: 7.4972
  [Batch 2600] Loss: 7.5038
  [Batch 2700] Loss: 7.4368
  [Batch 2800] Loss: 7.4472
  [Batch 2900] Loss: 7.3915
  [Batch 3000] Loss: 7.3989
  [Batch 3100] Loss: 7.3920
  [Batch 3200] Loss: 7.3535
  [Batch 3300] Loss: 7.3220
  [Batch 3400] Loss: 7.3195
  [Batch 3500] Loss: 7.3093
  [Batch 3600] Loss: 7.2774
  [Batch 3700] Loss: 7.2737
  [Batch 3800] Loss: 7.2479
  [Batch 3900] Loss: 7.2239
  [Batch 4000] Loss: 7.2268
  [Batch 4100] Loss: 7.1766
  [Batch 4200] Loss: 7.1492
  [Batch 4300] Loss: 7.1466
[Epoch 5] Train Loss: 7.5798 | Train PPL: 1958.22 | Val PPL: 1223.86
Iteracciones: 4367
  [Batch 100] Loss: 7.1043
  [Batch 200] Loss: 7.1016
  [Batch 300] Loss: 7.0964
  [Batch 400] Loss: 7.0939
  [Batch 500] Loss: 7.0571
  [Batch 600] Loss: 7.0091
  [Batch 700] Loss: 7.0273
  [Batch 800] Loss: 6.9940
  [Batch 900] Loss: 6.9748
  [Batch 1000] Loss: 6.9705
  [Batch 1100] Loss: 6.9910
  [Batch 1200] Loss: 6.9297
  [Batch 1300] Loss: 6.9333
  [Batch 1400] Loss: 6.9098
  [Batch 1500] Loss: 6.8852
  [Batch 1600] Loss: 6.8739
  [Batch 1700] Loss: 6.8561
  [Batch 1800] Loss: 6.8478
  [Batch 1900] Loss: 6.8491
  [Batch 2000] Loss: 6.7830
  [Batch 2100] Loss: 6.8234
  [Batch 2200] Loss: 6.8120
  [Batch 2300] Loss: 6.7835
  [Batch 2400] Loss: 6.7838
  [Batch 2500] Loss: 6.7584
  [Batch 2600] Loss: 6.7383
  [Batch 2700] Loss: 6.7130
  [Batch 2800] Loss: 6.7506
  [Batch 2900] Loss: 6.6794
  [Batch 3000] Loss: 6.6977
  [Batch 3100] Loss: 6.7023
  [Batch 3200] Loss: 6.6783
  [Batch 3300] Loss: 6.6768
  [Batch 3400] Loss: 6.6290
  [Batch 3500] Loss: 6.6367
  [Batch 3600] Loss: 6.6480
  [Batch 3700] Loss: 6.6083
  [Batch 3800] Loss: 6.5811
  [Batch 3900] Loss: 6.5449
  [Batch 4000] Loss: 6.5511
  [Batch 4100] Loss: 6.5577
  [Batch 4200] Loss: 6.5498
  [Batch 4300] Loss: 6.4827
[Epoch 6] Train Loss: 6.8049 | Train PPL: 902.24 | Val PPL: 655.63
Iteracciones: 4367
  [Batch 100] Loss: 6.5152
  [Batch 200] Loss: 6.5057
  [Batch 300] Loss: 6.4810
  [Batch 400] Loss: 6.4331
  [Batch 500] Loss: 6.4485
  [Batch 600] Loss: 6.4513
  [Batch 700] Loss: 6.4294
  [Batch 800] Loss: 6.4260
  [Batch 900] Loss: 6.4324
  [Batch 1000] Loss: 6.3901
  [Batch 1100] Loss: 6.3899
  [Batch 1200] Loss: 6.4408
  [Batch 1300] Loss: 6.3861
  [Batch 1400] Loss: 6.3670
  [Batch 1500] Loss: 6.3272
  [Batch 1600] Loss: 6.3211
  [Batch 1700] Loss: 6.3303
  [Batch 1800] Loss: 6.2928
  [Batch 1900] Loss: 6.2856
  [Batch 2000] Loss: 6.2950
  [Batch 2100] Loss: 6.2975
  [Batch 2200] Loss: 6.3026
  [Batch 2300] Loss: 6.2652
  [Batch 2400] Loss: 6.2559
  [Batch 2500] Loss: 6.2630
  [Batch 2600] Loss: 6.2375
  [Batch 2700] Loss: 6.2383
  [Batch 2800] Loss: 6.1939
  [Batch 2900] Loss: 6.1803
  [Batch 3000] Loss: 6.2173
  [Batch 3100] Loss: 6.2031
  [Batch 3200] Loss: 6.1497
  [Batch 3300] Loss: 6.1807
  [Batch 3400] Loss: 6.1610
  [Batch 3500] Loss: 6.1493
  [Batch 3600] Loss: 6.1308
  [Batch 3700] Loss: 6.1243
  [Batch 3800] Loss: 6.1409
  [Batch 3900] Loss: 6.1055
  [Batch 4000] Loss: 6.0939
  [Batch 4100] Loss: 6.0804
  [Batch 4200] Loss: 6.0700
  [Batch 4300] Loss: 6.0764
[Epoch 7] Train Loss: 6.2798 | Train PPL: 533.70 | Val PPL: 430.22
Iteracciones: 4367
  [Batch 100] Loss: 6.0747
  [Batch 200] Loss: 6.0685
  [Batch 300] Loss: 6.0485
  [Batch 400] Loss: 6.0630
  [Batch 500] Loss: 6.0352
  [Batch 600] Loss: 6.0016
  [Batch 700] Loss: 6.0374
  [Batch 800] Loss: 5.9773
  [Batch 900] Loss: 5.9940
  [Batch 1000] Loss: 5.9830
  [Batch 1100] Loss: 5.9919
  [Batch 1200] Loss: 5.9559
  [Batch 1300] Loss: 5.9752
  [Batch 1400] Loss: 5.9896
  [Batch 1500] Loss: 5.9487
  [Batch 1600] Loss: 5.9133
  [Batch 1700] Loss: 5.9359
  [Batch 1800] Loss: 5.9209
  [Batch 1900] Loss: 5.9178
  [Batch 2000] Loss: 5.8983
  [Batch 2100] Loss: 5.8935
  [Batch 2200] Loss: 5.9109
  [Batch 2300] Loss: 5.8790
  [Batch 2400] Loss: 5.8798
  [Batch 2500] Loss: 5.8797
  [Batch 2600] Loss: 5.9106
  [Batch 2700] Loss: 5.8349
  [Batch 2800] Loss: 5.8595
  [Batch 2900] Loss: 5.8554
  [Batch 3000] Loss: 5.8194
  [Batch 3100] Loss: 5.8248
  [Batch 3200] Loss: 5.8409
  [Batch 3300] Loss: 5.8016
  [Batch 3400] Loss: 5.8183
  [Batch 3500] Loss: 5.8105
  [Batch 3600] Loss: 5.8353
  [Batch 3700] Loss: 5.8204
  [Batch 3800] Loss: 5.7770
  [Batch 3900] Loss: 5.7392
  [Batch 4000] Loss: 5.7598
  [Batch 4100] Loss: 5.7710
  [Batch 4200] Loss: 5.7598
  [Batch 4300] Loss: 5.7944
[Epoch 8] Train Loss: 5.9023 | Train PPL: 365.89 | Val PPL: 327.81
Iteracciones: 4367
  [Batch 100] Loss: 5.7655
  [Batch 200] Loss: 5.7703
  [Batch 300] Loss: 5.7331
  [Batch 400] Loss: 5.7280
  [Batch 500] Loss: 5.7239
  [Batch 600] Loss: 5.7297
  [Batch 700] Loss: 5.7095
  [Batch 800] Loss: 5.7091
  [Batch 900] Loss: 5.7063
  [Batch 1000] Loss: 5.7283
  [Batch 1100] Loss: 5.6959
  [Batch 1200] Loss: 5.7100
  [Batch 1300] Loss: 5.7089
  [Batch 1400] Loss: 5.7146
  [Batch 1500] Loss: 5.6710
  [Batch 1600] Loss: 5.6181
  [Batch 1700] Loss: 5.6469
  [Batch 1800] Loss: 5.6153
  [Batch 1900] Loss: 5.6354
  [Batch 2000] Loss: 5.7245
  [Batch 2100] Loss: 5.6375
  [Batch 2200] Loss: 5.6784
  [Batch 2300] Loss: 5.6480
  [Batch 2400] Loss: 5.6395
  [Batch 2500] Loss: 5.6047
  [Batch 2600] Loss: 5.6553
  [Batch 2700] Loss: 5.6500
  [Batch 2800] Loss: 5.5926
  [Batch 2900] Loss: 5.6058
  [Batch 3000] Loss: 5.6149
  [Batch 3100] Loss: 5.6312
  [Batch 3200] Loss: 5.6812
  [Batch 3300] Loss: 5.6024
  [Batch 3400] Loss: 5.6193
  [Batch 3500] Loss: 5.6035
  [Batch 3600] Loss: 5.5705
  [Batch 3700] Loss: 5.5854
  [Batch 3800] Loss: 5.5600
  [Batch 3900] Loss: 5.5532
  [Batch 4000] Loss: 5.5527
  [Batch 4100] Loss: 5.5518
  [Batch 4200] Loss: 5.5980
  [Batch 4300] Loss: 5.5864
[Epoch 9] Train Loss: 5.6540 | Train PPL: 285.44 | Val PPL: 275.70
Iteracciones: 4367
  [Batch 100] Loss: 5.5248
  [Batch 200] Loss: 5.5462
  [Batch 300] Loss: 5.5409
  [Batch 400] Loss: 5.5011
  [Batch 500] Loss: 5.5106
  [Batch 600] Loss: 5.5183
  [Batch 700] Loss: 5.4989
  [Batch 800] Loss: 5.5479
  [Batch 900] Loss: 5.5116
  [Batch 1000] Loss: 5.5017
  [Batch 1100] Loss: 5.5132
  [Batch 1200] Loss: 5.5182
  [Batch 1300] Loss: 5.5317
  [Batch 1400] Loss: 5.5149
  [Batch 1500] Loss: 5.5450
  [Batch 1600] Loss: 5.4903
  [Batch 1700] Loss: 5.4877
  [Batch 1800] Loss: 5.5024
  [Batch 1900] Loss: 5.4665
  [Batch 2000] Loss: 5.4436
  [Batch 2100] Loss: 5.4947
  [Batch 2200] Loss: 5.5158
  [Batch 2300] Loss: 5.4922
  [Batch 2400] Loss: 5.4261
  [Batch 2500] Loss: 5.4816
  [Batch 2600] Loss: 5.4565
  [Batch 2700] Loss: 5.4418
  [Batch 2800] Loss: 5.4156
  [Batch 2900] Loss: 5.4396
  [Batch 3000] Loss: 5.4697
  [Batch 3100] Loss: 5.4559
  [Batch 3200] Loss: 5.4252
  [Batch 3300] Loss: 5.4117
  [Batch 3400] Loss: 5.3746
  [Batch 3500] Loss: 5.4153
  [Batch 3600] Loss: 5.4326
  [Batch 3700] Loss: 5.3970
  [Batch 3800] Loss: 5.3584
  [Batch 3900] Loss: 5.3987
  [Batch 4000] Loss: 5.3939
  [Batch 4100] Loss: 5.3625
  [Batch 4200] Loss: 5.3978
  [Batch 4300] Loss: 5.4287
[Epoch 10] Train Loss: 5.4740 | Train PPL: 238.40 | Val PPL: 238.12
Iteracciones: 4367
  [Batch 100] Loss: 5.3897
  [Batch 200] Loss: 5.3849
  [Batch 300] Loss: 5.3771
  [Batch 400] Loss: 5.4414
  [Batch 500] Loss: 5.3783
  [Batch 600] Loss: 5.3793
  [Batch 700] Loss: 5.4052
  [Batch 800] Loss: 5.3482
  [Batch 900] Loss: 5.4445
  [Batch 1000] Loss: 5.3514
  [Batch 1100] Loss: 5.3562
  [Batch 1200] Loss: 5.3183
  [Batch 1300] Loss: 5.3538
  [Batch 1400] Loss: 5.3691
  [Batch 1500] Loss: 5.3600
  [Batch 1600] Loss: 5.3585
  [Batch 1700] Loss: 5.3048
  [Batch 1800] Loss: 5.3054
  [Batch 1900] Loss: 5.3573
  [Batch 2000] Loss: 5.2251
  [Batch 2100] Loss: 5.3045
  [Batch 2200] Loss: 5.2713
  [Batch 2300] Loss: 5.2980
  [Batch 2400] Loss: 5.3170
  [Batch 2500] Loss: 5.3023
  [Batch 2600] Loss: 5.2941
  [Batch 2700] Loss: 5.3335
  [Batch 2800] Loss: 5.2554
  [Batch 2900] Loss: 5.3036
  [Batch 3000] Loss: 5.3518
  [Batch 3100] Loss: 5.3158
  [Batch 3200] Loss: 5.3071
  [Batch 3300] Loss: 5.2718
  [Batch 3400] Loss: 5.2830
  [Batch 3500] Loss: 5.2785
  [Batch 3600] Loss: 5.2633
  [Batch 3700] Loss: 5.2377
  [Batch 3800] Loss: 5.2679
  [Batch 3900] Loss: 5.2923
  [Batch 4000] Loss: 5.2497
  [Batch 4100] Loss: 5.2811
  [Batch 4200] Loss: 5.2084
  [Batch 4300] Loss: 5.3052
[Epoch 11] Train Loss: 5.3187 | Train PPL: 204.13 | Val PPL: 209.05
Iteracciones: 4367
  [Batch 100] Loss: 5.2295
  [Batch 200] Loss: 5.2461
  [Batch 300] Loss: 5.2007
  [Batch 400] Loss: 5.2296
  [Batch 500] Loss: 5.2562
  [Batch 600] Loss: 5.2044
  [Batch 700] Loss: 5.2079
  [Batch 800] Loss: 5.2462
  [Batch 900] Loss: 5.1994
  [Batch 1000] Loss: 5.2221
  [Batch 1100] Loss: 5.2242
  [Batch 1200] Loss: 5.2607
  [Batch 1300] Loss: 5.2035
  [Batch 1400] Loss: 5.1849
  [Batch 1500] Loss: 5.2179
  [Batch 1600] Loss: 5.2485
  [Batch 1700] Loss: 5.2210
  [Batch 1800] Loss: 5.2448
  [Batch 1900] Loss: 5.2074
  [Batch 2000] Loss: 5.1655
  [Batch 2100] Loss: 5.2013
  [Batch 2200] Loss: 5.1272
  [Batch 2300] Loss: 5.1899
  [Batch 2400] Loss: 5.1274
  [Batch 2500] Loss: 5.1485
  [Batch 2600] Loss: 5.1131
  [Batch 2700] Loss: 5.1835
  [Batch 2800] Loss: 5.1438
  [Batch 2900] Loss: 5.1926
  [Batch 3000] Loss: 5.1846
  [Batch 3100] Loss: 5.1993
  [Batch 3200] Loss: 5.1645
  [Batch 3300] Loss: 5.1465
  [Batch 3400] Loss: 5.1490
  [Batch 3500] Loss: 5.1437
  [Batch 3600] Loss: 5.1497
  [Batch 3700] Loss: 5.0721
  [Batch 3800] Loss: 5.1418
  [Batch 3900] Loss: 5.1093
  [Batch 4000] Loss: 5.1762
  [Batch 4100] Loss: 5.1089
  [Batch 4200] Loss: 5.1257
  [Batch 4300] Loss: 5.1346
[Epoch 12] Train Loss: 5.1802 | Train PPL: 177.71 | Val PPL: 186.28
Iteracciones: 4367
  [Batch 100] Loss: 5.0776
  [Batch 200] Loss: 5.0683
  [Batch 300] Loss: 5.1124
  [Batch 400] Loss: 5.1595
  [Batch 500] Loss: 5.0885
  [Batch 600] Loss: 5.0637
  [Batch 700] Loss: 5.0899
  [Batch 800] Loss: 5.1486
  [Batch 900] Loss: 5.1833
  [Batch 1000] Loss: 5.0844
  [Batch 1100] Loss: 5.0907
  [Batch 1200] Loss: 5.0786
  [Batch 1300] Loss: 5.0747
  [Batch 1400] Loss: 5.0919
  [Batch 1500] Loss: 5.0798
  [Batch 1600] Loss: 5.0346
  [Batch 1700] Loss: 5.1253
  [Batch 1800] Loss: 5.1355
  [Batch 1900] Loss: 5.0655
  [Batch 2000] Loss: 5.0283
  [Batch 2100] Loss: 5.0375
  [Batch 2200] Loss: 5.0920
  [Batch 2300] Loss: 5.0641
  [Batch 2400] Loss: 5.0312
  [Batch 2500] Loss: 5.0114
  [Batch 2600] Loss: 5.1008
  [Batch 2700] Loss: 5.0671
  [Batch 2800] Loss: 4.9913
  [Batch 2900] Loss: 5.0419
  [Batch 3000] Loss: 5.0262
  [Batch 3100] Loss: 5.0756
  [Batch 3200] Loss: 5.0134
  [Batch 3300] Loss: 5.0287
  [Batch 3400] Loss: 5.0439
  [Batch 3500] Loss: 4.9161
  [Batch 3600] Loss: 4.9876
  [Batch 3700] Loss: 5.0260
  [Batch 3800] Loss: 5.0321
  [Batch 3900] Loss: 4.9917
  [Batch 4000] Loss: 4.9644
  [Batch 4100] Loss: 5.0359
  [Batch 4200] Loss: 4.9797
  [Batch 4300] Loss: 5.0235
[Epoch 13] Train Loss: 5.0563 | Train PPL: 157.00 | Val PPL: 168.42
Iteracciones: 4367
  [Batch 100] Loss: 4.9456
  [Batch 200] Loss: 5.0342
  [Batch 300] Loss: 5.0270
  [Batch 400] Loss: 4.9783
  [Batch 500] Loss: 5.0039
  [Batch 600] Loss: 5.0194
  [Batch 700] Loss: 4.9958
  [Batch 800] Loss: 4.9905
  [Batch 900] Loss: 4.9795
  [Batch 1000] Loss: 4.9736
  [Batch 1100] Loss: 4.9800
  [Batch 1200] Loss: 4.9728
  [Batch 1300] Loss: 5.0235
  [Batch 1400] Loss: 4.9513
  [Batch 1500] Loss: 4.9239
  [Batch 1600] Loss: 4.9999
  [Batch 1700] Loss: 4.9189
  [Batch 1800] Loss: 4.9145
  [Batch 1900] Loss: 4.9658
  [Batch 2000] Loss: 4.9132
  [Batch 2100] Loss: 4.9630
  [Batch 2200] Loss: 4.9051
  [Batch 2300] Loss: 4.9366
  [Batch 2400] Loss: 4.9196
  [Batch 2500] Loss: 4.9181
  [Batch 2600] Loss: 4.9056
  [Batch 2700] Loss: 4.9333
  [Batch 2800] Loss: 4.9163
  [Batch 2900] Loss: 4.8727
  [Batch 3000] Loss: 4.9043
  [Batch 3100] Loss: 4.9575
  [Batch 3200] Loss: 4.9758
  [Batch 3300] Loss: 4.8928
  [Batch 3400] Loss: 4.9729
  [Batch 3500] Loss: 4.9739
  [Batch 3600] Loss: 4.8999
  [Batch 3700] Loss: 4.9704
  [Batch 3800] Loss: 4.9157
  [Batch 3900] Loss: 4.9738
  [Batch 4000] Loss: 4.9565
  [Batch 4100] Loss: 4.9250
  [Batch 4200] Loss: 4.8705
  [Batch 4300] Loss: 4.8610
[Epoch 14] Train Loss: 4.9479 | Train PPL: 140.88 | Val PPL: 154.63
Iteracciones: 4367
  [Batch 100] Loss: 4.8923
  [Batch 200] Loss: 4.8929
  [Batch 300] Loss: 4.9349
  [Batch 400] Loss: 4.8486
  [Batch 500] Loss: 4.8567
  [Batch 600] Loss: 4.8784
  [Batch 700] Loss: 4.8706
  [Batch 800] Loss: 4.9137
  [Batch 900] Loss: 4.8885
  [Batch 1000] Loss: 4.8190
  [Batch 1100] Loss: 4.9094
  [Batch 1200] Loss: 4.8785
  [Batch 1300] Loss: 4.9222
  [Batch 1400] Loss: 4.8741
  [Batch 1500] Loss: 4.8025
  [Batch 1600] Loss: 4.8187
  [Batch 1700] Loss: 4.8255
  [Batch 1800] Loss: 4.8381
  [Batch 1900] Loss: 4.8553
  [Batch 2000] Loss: 4.9031
  [Batch 2100] Loss: 4.8690
  [Batch 2200] Loss: 4.7619
  [Batch 2300] Loss: 4.8462
  [Batch 2400] Loss: 4.8997
  [Batch 2500] Loss: 4.8439
  [Batch 2600] Loss: 4.8155
  [Batch 2700] Loss: 4.8479
  [Batch 2800] Loss: 4.7998
  [Batch 2900] Loss: 4.8124
  [Batch 3000] Loss: 4.8133
  [Batch 3100] Loss: 4.8264
  [Batch 3200] Loss: 4.8585
  [Batch 3300] Loss: 4.8399
  [Batch 3400] Loss: 4.7938
  [Batch 3500] Loss: 4.8844
  [Batch 3600] Loss: 4.7957
  [Batch 3700] Loss: 4.8223
  [Batch 3800] Loss: 4.8118
  [Batch 3900] Loss: 4.8796
  [Batch 4000] Loss: 4.8606
  [Batch 4100] Loss: 4.7763
  [Batch 4200] Loss: 4.8059
  [Batch 4300] Loss: 4.7898
[Epoch 15] Train Loss: 4.8545 | Train PPL: 128.32 | Val PPL: 143.93
Iteracciones: 4367
  [Batch 100] Loss: 4.7884
  [Batch 200] Loss: 4.8138
  [Batch 300] Loss: 4.8749
  [Batch 400] Loss: 4.8272
  [Batch 500] Loss: 4.8709
  [Batch 600] Loss: 4.7753
  [Batch 700] Loss: 4.8114
  [Batch 800] Loss: 4.7873
  [Batch 900] Loss: 4.8699
  [Batch 1000] Loss: 4.8564
  [Batch 1100] Loss: 4.7706
  [Batch 1200] Loss: 4.8556
  [Batch 1300] Loss: 4.8181
  [Batch 1400] Loss: 4.7704
  [Batch 1500] Loss: 4.8014
  [Batch 1600] Loss: 4.8144
  [Batch 1700] Loss: 4.7824
  [Batch 1800] Loss: 4.7127
  [Batch 1900] Loss: 4.7749
  [Batch 2000] Loss: 4.8001
  [Batch 2100] Loss: 4.7089
  [Batch 2200] Loss: 4.7777
  [Batch 2300] Loss: 4.7619
  [Batch 2400] Loss: 4.7707
  [Batch 2500] Loss: 4.7952
  [Batch 2600] Loss: 4.8303
  [Batch 2700] Loss: 4.8066
  [Batch 2800] Loss: 4.7703
  [Batch 2900] Loss: 4.7955
  [Batch 3000] Loss: 4.6612
  [Batch 3100] Loss: 4.7365
  [Batch 3200] Loss: 4.8081
  [Batch 3300] Loss: 4.8182
  [Batch 3400] Loss: 4.7044
  [Batch 3500] Loss: 4.7070
